drawing_id,metric,pre,post,diff,pct_change
d2ef85ef-4225-41e0-84bc-21cf6e9d6772,DOS,0.01,4.0,3.99,39900.0
d2ef85ef-4225-41e0-84bc-21cf6e9d6772,R/L hemi-pr,1.08838,1.14005,0.051670000000000105,4.747422775133695
d2ef85ef-4225-41e0-84bc-21cf6e9d6772,2nd order z cr,27.4151,11.0883,-16.3268,-59.55404138595154
d2ef85ef-4225-41e0-84bc-21cf6e9d6772,Nor-power,0.0151664,0.0,-0.0151664,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,100XNor-power,0.188503,0.0,-0.188503,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,Pressure Power,0.140111,0.0,-0.140111,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,slope_2,94.102,236.388,142.286,151.2040126671059
32194362-1d64-4523-aea9-613bdcf85dd3,R hemi-pr,1.69415,1.06535,-0.6288,-37.11595785497152
32194362-1d64-4523-aea9-613bdcf85dd3,2nd order sm,-0.729273,11.3351,12.064373,1654.3013384562435
32194362-1d64-4523-aea9-613bdcf85dd3,Ang Sp Freq,1.28522,21.355,20.06978,1561.5832308865408
32194362-1d64-4523-aea9-613bdcf85dd3,3rd quad average median,6.41255,0.0,-6.41255,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,Speed mean slope,22.6291,581.499,558.8699,2469.695657361539
32194362-1d64-4523-aea9-613bdcf85dd3,tightness (Lf),0.214242,0.0,-0.214242,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,tightness (Rt),0.19284,0.0,-0.19284,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,tightness (Lw),0.195709,0.0,-0.195709,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,Cal Tremor,1.0,0.0,-1.0,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,Tightness,0.192634,0.000570027,-0.192063973,-99.70408806337406
32194362-1d64-4523-aea9-613bdcf85dd3,Catgo,1.0,1.0,0.0,0.0
32194362-1d64-4523-aea9-613bdcf85dd3,tightness (Rt-Lf),-0.0214022,0.0,0.0214022,100.0
32194362-1d64-4523-aea9-613bdcf85dd3,slope_1,265.091,1359.57,1094.4789999999998,412.8691656827278
32194362-1d64-4523-aea9-613bdcf85dd3,2nd quad average median,6.18856,0.0,-6.18856,-100.0
32194362-1d64-4523-aea9-613bdcf85dd3,X Power,0.000276154,43.1184,43.118123846,15613796.593929475
